QualID,UnitID
89,66
89,67
89,68
89,69
89,70
89,71
89,72
89,655
89,73
90,74
90,75
90,76
90,276
90,632
90,1096
90,583
98,130
98,131
98,132
98,133
98,578
98,134
98,137
98,135
102,145
102,146
102,147
102,148
102,149
102,150
102,151
102,152
102,770
102,1110
109,181
109,182
115,74
115,75
150,381
150,382
150,383
150,384
150,385
150,733
150,387
150,388
152,389
152,390
152,391
152,392
152,393
152,394
152,395
170,323
170,479
170,325
170,480
170,481
170,482
170,483
175,501
175,502
175,503
175,504
175,688
175,689
175,690
175,691
175,692
175,693
402,676
402,677
402,678
402,679
402,680
402,682
402,683
402,684
402,730
407,719
407,530
407,531
407,532
407,533
407,534
407,535
407,536
407,537
407,538
463,389
463,390
463,391
463,392
463,393
463,394
463,395
464,381
464,382
464,383
464,384
464,385
464,387
464,1109
465,56
465,57
465,58
465,609
465,610
465,980
465,612
476,530
476,531
476,532
476,533
476,534
476,535
476,536
476,537
476,538
480,501
480,502
480,503
480,504
480,688
480,689
480,690
480,691
480,692
480,693
486,130
486,131
486,132
486,133
486,578
486,134
486,137
486,135
487,323
487,325
487,479
487,480
487,481
487,482
487,483
490,323
490,324
490,325
490,326
490,327
490,328
490,329
490,330
503,323
503,324
503,325
503,326
503,1088
503,1085
503,1199
506,59
506,60
506,61
506,62
506,63
506,547
506,548
555,59
555,60
555,61
555,62
555,63
555,547
555,548
566,74
566,158
566,159
566,160
566,161
566,162
566,163
566,726
569,74
569,138
569,139
569,140
569,141
569,142
569,143
569,144
569,654
578,271
578,272
578,273
578,274
578,275
578,276
578,576
578,1084
593,276
593,1093
593,1094
593,1095
593,1096
593,1098
621,158
621,159
621,160
621,161
621,162
621,163
621,726
621,1098
642,158
642,159
642,160
642,161
642,162
642,163
642,726
642,1098
429,596
429,597
429,598
429,477
429,653
54,323
54,324
77,59
77,60
77,62
88,66
88,67
88,68
97,130
97,131
97,132
97,133
97,134
97,135
97,136
97,137
100,138
100,139
100,140
100,141
100,142
101,145
101,149
104,158
104,159
104,160
104,161
104,163
127,576
127,271
127,272
127,275
127,276
127,274
127,363
127,181
132,299
132,300
132,301
151,389
151,390
151,391
151,392
151,393
151,394
151,395
169,323
169,479
492,323
492,324
99,74
99,138
99,139
99,140
99,141
99,142
99,143
99,144
128,271
128,272
128,274
128,275
128,276
128,277
153,389
153,390
153,391
153,392
153,393
153,394
153,395
153,396
635,158
635,159
635,160
635,161
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,22
18,23
18,735
13,1099
13,219
13,220
13,222
13,700
13,694
13,703
13,221
13,702
13,705
13,1107
13,697
23,28
23,643
23,489
23,486
23,487
23,498
23,493
23,33
23,494
30,111
30,112
30,113
30,114
30,115
30,116
30,117
30,118
30,119
30,121
30,122
30,123
30,125
30,127
30,128
30,930
30,1111
30,577
406,252
406,254
406,250
406,251
406,253
406,258
406,255
406,263
406,257
406,267
406,285
406,346
406,347
406,288
406,256
406,259
406,260
406,264
406,348
45,111
45,413
45,414
45,415
45,416
45,417
45,418
45,419
45,420
45,421
45,422
45,423
45,424
45,425
45,426
45,427
45,428
45,429
45,431
45,950
405,350
405,351
405,353
405,356
405,357
405,359
405,360
405,102
405,354
405,365
405,367
405,107
405,355
405,26
405,349
405,361
405,109
405,1083
405,640
405,1207
51,107
51,26
51,349
51,350
51,351
51,352
51,353
51,354
51,355
51,356
51,357
51,358
51,359
51,360
51,361
51,362
51,363
51,364
51,365
51,366
51,367
51,368
51,109
51,102
51,108
51,103
51,640
51,642
57,252
57,254
57,251
57,250
57,346
57,285
57,347
57,288
57,261
57,256
57,265
57,270
57,259
57,266
57,255
57,253
57,258
57,260
60,125
60,112
60,111
60,127
60,115
60,116
60,114
60,122
60,119
60,352
60,121
60,128
60,117
71,85
79,26
79,27
79,28
79,29
79,30
79,31
79,32
79,33
79,34
79,35
79,36
79,37
79,38
79,39
79,40
79,579
79,353
79,658
84,41
84,42
84,43
84,44
84,45
84,46
84,47
84,48
84,49
84,50
84,51
84,52
84,53
84,54
84,55
84,731
84,1182
91,78
91,79
91,80
91,81
91,83
91,93
91,96
91,87
91,86
91,85
91,257
93,98
93,99
93,100
93,101
93,102
93,103
93,104
93,105
93,106
93,107
93,108
93,109
93,110
106,164
106,166
106,168
106,169
106,170
106,171
106,172
106,175
106,176
106,177
106,178
106,179
106,180
106,729
106,165
111,11
111,12
111,13
111,14
111,15
111,16
111,183
111,185
111,186
111,187
111,188
111,189
111,190
111,191
111,192
120,153
120,154
120,155
120,156
120,223
120,157
120,224
120,225
120,226
120,227
120,228
120,229
120,230
120,231
120,232
120,233
120,234
124,250
124,251
124,252
124,253
124,254
124,255
124,257
124,258
124,259
124,261
124,262
124,263
124,267
124,268
124,269
124,270
129,278
129,279
129,280
129,281
129,282
129,283
129,284
130,250
130,251
130,252
130,253
130,286
130,288
130,264
130,290
130,291
130,292
130,294
130,295
130,297
139,197
139,333
139,334
139,335
139,336
139,337
139,338
139,339
139,340
139,341
139,342
139,343
139,344
139,345
142,250
142,251
142,252
142,253
142,285
142,346
142,254
142,255
142,347
142,288
142,257
142,258
142,259
142,267
147,11
147,12
147,13
147,14
147,15
147,16
147,183
147,17
147,372
147,373
147,375
147,376
147,377
147,378
147,379
147,380
155,397
155,398
155,399
155,400
155,401
155,402
155,403
155,404
155,405
155,406
155,407
155,408
155,409
155,410
155,411
155,412
155,514
161,439
161,440
161,441
161,442
161,443
161,444
161,445
161,446
161,447
161,448
161,452
161,454
161,455
161,456
161,457
161,458
165,11
165,12
165,13
165,14
165,15
165,16
165,459
165,183
165,17
165,331
165,460
165,461
165,462
165,463
165,464
165,465
165,466
165,25
165,1100
171,484
171,485
171,28
171,486
171,487
171,488
171,489
171,490
171,491
171,492
171,493
171,494
171,495
171,496
171,497
171,498
171,499
171,500
180,397
180,398
180,399
180,400
180,401
180,403
180,624
404,476
404,477
404,613
404,614
404,615
404,616
404,1020
404,1047
404,1046
404,934
404,981
404,1042
409,153
409,154
409,155
409,156
409,227
409,310
409,528
409,539
409,229
409,230
409,845
409,226
409,540
409,157
409,541
409,542
412,153
412,154
412,155
412,156
412,157
412,233
412,229
412,230
412,227
412,231
412,234
413,153
413,154
413,155
413,156
413,157
413,227
413,229
413,230
413,231
413,233
413,234
425,26
425,102
425,107
425,109
425,349
425,350
425,351
425,353
425,354
425,355
425,357
425,358
425,359
425,360
425,361
425,362
425,363
425,364
425,365
425,366
425,367
425,368
425,640
435,30
435,26
435,102
435,107
435,109
435,349
435,350
435,351
435,353
435,354
435,355
435,357
435,358
435,359
435,360
435,361
435,362
435,363
435,364
435,365
435,366
435,367
435,368
435,640
435,642
437,659
437,660
437,661
437,664
437,665
437,666
437,667
437,672
437,709
437,710
437,670
437,669
440,155
440,156
440,725
440,724
440,723
440,311
440,722
440,313
440,314
440,721
440,316
440,317
440,318
440,319
440,320
440,321
440,322
442,153
442,154
442,155
442,156
442,224
442,227
442,310
442,528
442,539
442,540
442,541
442,542
442,663
451,155
451,156
451,311
451,313
451,314
451,316
451,317
451,318
451,319
451,320
451,321
451,322
451,721
451,722
451,723
451,724
451,725
451,768
453,153
453,154
453,155
453,156
453,157
453,227
453,229
453,230
453,231
453,233
453,234
457,232
457,227
457,155
457,310
457,226
457,157
457,156
457,154
457,153
467,476
467,477
467,613
467,614
467,615
467,616
471,659
471,660
471,661
471,664
471,665
471,666
471,667
471,670
471,672
471,708
471,709
471,710
471,669
473,153
473,154
473,155
473,156
473,157
473,226
473,227
473,232
473,310
482,800
482,801
482,802
482,804
482,805
482,806
482,808
482,810
482,811
482,812
482,814
482,818
489,250
489,251
489,252
489,253
489,264
489,286
489,288
489,290
489,291
489,292
489,294
489,295
489,297
494,252
494,254
494,251
494,250
494,346
494,285
494,347
494,288
494,261
494,256
494,265
494,270
494,259
494,266
494,255
494,253
494,258
494,260
504,250
504,251
504,252
504,253
504,254
504,255
504,257
504,258
504,263
504,267
508,257
508,78
508,79
508,80
508,81
508,82
508,83
508,85
508,86
508,87
508,96
516,41
516,42
516,43
516,44
516,45
516,46
516,47
516,48
516,49
516,50
516,51
516,52
516,53
516,54
516,55
516,731
516,1127
516,1182
557,111
557,112
557,28
557,114
557,115
557,116
557,117
557,118
557,123
557,577
557,124
557,125
557,127
557,128
557,930
567,111
567,112
567,113
567,114
567,115
567,116
567,117
567,118
567,119
567,121
567,122
567,124
567,125
567,127
567,128
579,102
579,107
579,349
579,350
579,351
579,352
579,353
579,354
579,355
579,356
579,357
579,359
579,360
579,365
579,367
579,640
579,1083
590,26
590,102
590,103
590,107
590,108
590,109
590,349
590,350
590,351
590,352
590,353
590,354
590,355
590,356
590,357
590,358
590,359
590,360
590,361
590,362
590,363
590,364
590,365
590,366
590,367
590,368
590,640
590,642
617,153
617,154
617,155
617,156
617,224
617,227
617,310
617,528
617,539
617,540
617,541
617,542
617,543
617,663
632,800
632,801
632,802
632,804
632,805
632,806
632,808
632,809
632,810
632,811
632,812
632,814
632,818
636,153
636,154
636,155
636,156
636,227
636,310
636,539
636,540
636,542
636,845
636,1157
644,28
644,352
644,485
644,486
644,487
644,489
644,493
644,494
644,495
644,498
644,499
644,643
645,28
645,33
645,352
645,485
645,486
645,487
645,489
645,493
645,494
645,498
645,499
645,643
20,11
20,12
20,13
20,14
20,15
20,17
20,18
20,19
20,20
20,22
20,23
20,24
20,735
31,122
31,116
31,113
31,115
31,111
31,112
31,114
31,123
31,124
31,125
31,127
31,120
31,121
31,117
31,118
46,111
46,413
46,414
46,415
46,416
46,417
46,418
46,419
46,420
46,421
46,422
46,423
46,424
46,425
46,426
46,427
46,428
46,429
46,430
46,431
81,26
81,27
81,28
81,30
81,31
81,32
81,33
81,34
81,35
81,36
81,37
81,38
81,39
81,40
86,41
86,42
86,43
86,44
86,46
86,47
86,48
86,49
86,53
86,54
94,98
94,99
94,100
94,101
94,102
94,103
94,104
94,105
94,106
94,107
94,108
94,109
94,110
108,166
108,168
108,170
108,172
108,175
108,176
108,178
108,179
113,11
113,12
113,13
113,14
113,15
113,183
113,185
113,186
113,187
113,188
113,189
113,190
113,191
113,192
118,200
118,201
118,202
118,207
118,209
118,211
126,250
126,251
126,252
126,253
126,254
126,255
126,256
126,257
126,258
126,259
126,265
126,266
126,267
137,11
137,12
137,13
137,14
137,17
137,331
144,250
144,251
144,252
144,253
144,285
144,346
144,254
144,255
144,347
144,288
144,257
144,258
144,259
144,267
149,11
149,12
149,13
149,14
149,15
149,183
149,17
149,372
149,375
149,376
149,377
149,378
149,379
149,380
157,397
157,398
157,399
157,400
157,401
157,403
157,404
157,405
157,406
157,407
163,439
163,440
163,442
163,443
163,444
163,445
163,446
163,447
163,448
163,452
163,454
163,455
163,456
163,457
167,11
167,12
167,13
167,14
167,15
167,459
167,183
167,17
167,331
167,460
167,461
167,462
167,463
167,464
167,465
167,466
167,25
173,484
173,485
173,486
173,487
173,488
173,489
173,490
173,491
173,492
173,493
173,494
173,495
173,496
173,497
173,498
173,499
173,500
177,197
177,505
177,506
177,507
177,508
177,509
177,334
177,335
177,336
177,510
177,511
177,512
177,339
177,344
182,397
182,398
182,399
182,400
182,401
182,403
182,405
182,406
182,513
182,515
424,114
424,111
424,121
424,115
424,113
424,116
424,122
433,26
433,107
433,108
433,109
433,350
433,351
433,352
433,353
433,356
433,367
434,352
434,351
434,350
434,349
434,275
434,108
434,353
434,107
434,354
434,356
434,355
434,26
434,357
434,358
434,359
434,360
434,361
434,362
434,363
434,364
434,367
434,368
434,1209
441,219
441,220
441,221
441,222
441,694
441,695
441,696
441,697
441,698
441,699
441,700
441,701
441,702
441,703
441,704
441,705
441,706
441,707
448,111
448,113
448,114
448,115
448,121
458,166
458,168
458,170
458,172
458,175
458,176
458,178
458,179
568,122
568,116
568,113
568,115
568,111
568,112
568,114
568,123
568,124
568,125
568,127
568,120
568,121
568,117
568,118
570,111
570,413
570,414
570,415
570,416
570,417
570,418
570,419
570,420
570,421
570,422
570,423
570,424
570,425
570,426
570,427
570,428
570,429
570,430
570,431
570,1202
573,124
573,116
573,123
573,120
573,111
573,113
573,114
573,115
573,121
573,127
573,930
573,112
573,122
573,119
575,349
575,1083
575,640
575,351
575,350
575,353
575,354
575,355
575,360
575,367
575,1209
17,11
17,12
17,13
17,14
17,15
17,17
17,18
17,19
17,20
17,735
17,22
17,23
17,24
11,675
82,27
82,28
82,30
82,31
82,32
82,35
82,36
82,39
82,40
82,579
82,353
83,41
83,42
83,43
83,44
83,46
83,47
83,48
83,54
95,102
95,103
95,104
95,105
95,106
95,107
95,108
95,109
95,110
105,164
105,166
105,168
105,170
105,171
105,172
105,175
105,176
105,178
105,179
110,11
110,12
110,13
110,14
110,15
110,183
110,185
110,186
110,187
110,188
110,189
110,190
110,191
110,192
117,200
117,201
117,209
117,211
123,250
123,251
123,252
123,254
135,11
135,13
135,14
140,333
140,334
140,335
140,336
140,337
140,338
140,339
140,340
140,341
140,342
140,343
140,344
140,345
141,250
141,251
141,252
141,254
145,26
145,349
145,350
145,351
145,352
145,353
145,354
145,355
145,356
145,357
145,358
145,359
145,360
145,361
145,362
145,363
145,364
145,365
145,366
145,367
145,368
145,640
145,107
145,102
145,109
146,11
146,12
146,13
146,14
146,15
146,183
146,17
146,372
146,375
146,376
146,377
146,378
146,379
146,380
146,374
146,373
146,16
154,397
154,398
154,399
154,400
154,401
154,402
154,403
154,404
154,405
154,406
158,111
158,413
158,414
158,415
158,416
158,417
158,420
158,421
158,422
158,423
158,424
158,425
160,439
160,440
160,442
164,11
164,12
164,13
164,14
164,15
164,183
164,17
164,331
164,460
164,461
164,462
164,463
164,464
164,465
164,466
164,25
164,674
164,16
174,485
174,486
174,487
174,488
174,489
174,490
174,491
174,492
174,493
174,494
174,495
174,497
174,498
174,499
174,500
174,643
178,505
178,506
178,507
178,508
178,509
178,334
178,335
178,336
178,510
178,511
178,512
178,339
178,344
179,397
179,398
179,399
179,400
179,401
179,403
179,515
454,371
454,581
454,583
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,20
19,735
19,1132
19,23
19,24
19,25
19,1102
19,771
12,16
12,12
12,13
12,14
12,15
12,772
12,374
12,375
12,376
12,183
12,11
12,380
12,331
12,373
12,379
12,377
12,25
21,582
21,581
21,28
21,351
21,369
21,370
21,371
21,588
21,98
21,583
21,111
21,353
21,584
21,585
21,587
21,113
21,586
21,623
21,622
22,111
22,350
22,351
22,581
22,582
22,113
22,583
22,353
22,28
22,32
22,127
22,369
22,117
22,349
22,413
22,584
22,587
22,585
22,586
22,623
22,588
34,26
34,27
34,28
34,29
34,30
34,31
34,32
34,33
34,34
34,35
34,36
34,37
34,38
34,40
34,978
34,979
34,105
34,999
39,643
39,26
39,28
39,33
39,29
39,498
39,489
39,486
39,487
39,496
39,499
39,485
39,488
39,738
39,493
39,494
39,30
39,739
40,496
40,26
40,491
40,486
40,484
40,487
40,489
40,494
40,499
40,498
40,738
40,495
40,493
40,490
40,488
40,485
40,28
40,643
40,739
43,111
43,413
43,414
43,415
43,416
43,417
43,418
43,419
43,420
43,421
43,422
43,423
43,424
43,425
43,426
43,427
43,428
43,429
43,430
43,431
43,954
43,953
43,28
49,26
49,349
49,350
49,351
49,353
49,354
49,355
49,357
49,358
49,359
49,360
49,361
49,362
49,363
49,364
49,365
49,366
49,367
49,368
49,107
49,109
49,102
49,640
49,1207
50,350
50,359
50,363
50,364
50,360
50,355
50,356
50,361
50,358
50,357
50,354
50,107
50,367
50,353
50,351
50,109
50,108
50,26
50,352
50,349
50,362
50,368
50,275
50,1208
56,250
56,251
56,252
56,254
56,253
56,255
56,263
56,95
56,258
56,267
56,260
56,264
56,285
56,259
56,256
56,257
56,348
56,347
56,346
56,288
80,26
80,27
80,28
80,29
80,30
80,31
80,32
80,33
80,34
80,35
80,36
80,37
80,38
80,39
80,40
80,579
80,658
80,580
80,353
85,41
85,42
85,43
85,44
85,45
85,46
85,47
85,48
85,49
85,50
85,51
85,52
85,53
85,54
85,55
85,731
85,1126
85,1182
92,78
92,79
92,80
92,81
92,82
92,83
92,84
92,85
92,86
92,87
92,88
92,89
92,90
92,93
92,94
92,95
92,96
92,91
96,111
96,112
96,113
96,114
96,115
96,116
96,117
96,118
96,119
96,120
96,121
96,122
96,123
96,124
96,125
96,126
96,127
96,128
96,129
96,577
96,930
96,720
103,153
103,154
103,155
103,156
103,157
103,528
103,529
103,539
103,310
103,224
103,540
103,541
103,227
103,542
103,543
103,225
103,226
107,164
107,165
107,166
107,1187
107,168
107,169
107,170
107,172
107,173
107,174
107,175
107,177
107,171
107,179
107,180
107,435
107,1186
112,11
112,12
112,13
112,14
112,15
112,183
112,22
112,184
112,185
112,186
112,187
112,188
112,189
112,190
112,191
112,16
112,822
112,192
114,193
114,194
114,195
114,196
114,197
114,198
114,1059
114,1060
114,1061
114,1062
114,1063
114,1064
114,1065
114,1066
114,1067
114,1068
114,1069
116,199
116,200
116,201
116,202
116,203
116,204
116,206
116,207
116,208
116,209
116,210
116,211
116,212
116,213
116,214
116,215
116,217
116,769
116,1171
119,219
119,220
119,221
119,222
119,694
119,695
119,1107
119,697
119,698
119,699
119,700
119,701
119,702
119,703
119,1105
119,705
119,706
119,1106
121,153
121,154
121,155
121,156
121,223
121,157
121,224
121,225
121,226
121,227
121,228
121,229
121,230
121,231
121,232
121,233
121,234
121,310
122,235
122,194
122,195
122,236
122,237
122,238
122,239
122,240
122,1214
122,242
122,243
122,244
122,844
122,246
122,247
122,248
122,249
125,250
125,251
125,252
125,253
125,254
125,255
125,256
125,257
125,258
125,259
125,260
125,261
125,262
125,263
125,264
125,265
125,266
125,267
125,268
125,269
125,270
131,250
131,251
131,252
131,253
131,285
131,286
131,287
131,288
131,264
131,289
131,290
131,291
131,292
131,293
131,294
131,295
131,296
131,297
131,298
134,319
134,155
134,156
134,310
134,311
134,313
134,314
134,315
134,316
134,318
134,320
134,322
134,227
134,230
134,229
134,154
134,317
134,767
134,153
134,224
134,845
136,11
136,12
136,13
136,14
136,15
136,17
136,331
136,332
138,193
138,194
138,195
138,196
138,197
138,333
138,334
138,336
138,343
138,337
138,338
138,340
138,341
138,342
138,335
138,344
138,1081
138,1069
138,1064
138,1059
138,1060
143,255
143,285
143,346
143,347
143,288
143,348
143,259
143,260
143,262
143,264
143,266
143,270
143,265
143,256
143,268
143,269
143,261
143,95
143,250
143,251
143,252
143,258
143,254
143,253
143,263
148,11
148,12
148,13
148,14
148,15
148,16
148,183
148,17
148,372
148,373
148,374
148,375
148,376
148,377
148,772
148,25
148,380
148,331
148,379
156,397
156,398
156,399
156,400
156,401
156,402
156,403
156,404
156,405
156,406
156,407
156,408
156,409
156,410
156,411
156,412
156,624
156,631
156,633
156,514
156,516
156,718
156,951
159,432
159,164
159,165
159,167
159,434
159,168
159,435
159,437
159,436
159,173
159,175
159,170
159,177
159,178
159,179
159,180
159,172
162,439
162,440
162,441
162,442
162,443
162,444
162,445
162,446
162,447
162,449
162,450
162,451
162,452
162,453
162,454
162,455
162,456
162,457
162,458
162,685
166,11
166,12
166,13
166,14
166,15
166,16
166,459
166,183
166,17
166,462
166,463
166,464
166,465
166,736
166,674
166,1108
166,1201
168,476
168,477
168,478
168,613
168,614
168,618
168,615
168,925
168,928
168,1009
168,727
168,728
168,934
168,913
168,1046
168,1047
168,1045
168,927
168,926
168,1041
168,1048
168,1049
168,1042
168,1051
168,1050
172,484
172,485
172,28
172,486
172,487
172,488
172,489
172,490
172,491
172,492
172,493
172,494
172,495
172,496
172,497
172,498
172,499
172,500
176,193
176,194
176,195
176,196
176,197
176,505
176,506
176,507
176,508
176,509
176,334
176,335
176,336
176,510
176,511
176,512
176,344
181,397
181,398
181,399
181,400
181,401
181,402
181,403
181,405
181,406
181,513
181,514
181,515
181,516
181,408
181,409
181,412
181,952
397,11
397,12
397,13
397,14
397,15
397,469
397,471
397,470
397,472
397,475
397,1116
397,1117
397,1118
397,1119
397,1120
397,1121
397,1122
410,153
410,154
410,155
410,156
410,157
410,224
410,225
410,226
410,227
410,310
410,228
410,229
410,230
410,231
410,232
410,233
410,234
411,225
411,224
411,157
411,156
411,155
411,154
411,153
411,226
411,227
411,310
411,228
411,229
411,230
411,231
411,232
411,233
411,234
421,617
421,476
421,477
421,478
421,613
421,614
421,615
421,616
421,618
421,727
421,728
421,925
421,926
421,927
421,928
421,1041
426,1187
426,164
426,165
426,166
426,168
426,169
426,170
426,171
426,172
426,173
426,174
426,175
426,176
426,177
426,179
426,180
426,1186
432,659
432,660
432,664
432,661
432,665
432,666
432,667
432,668
432,669
432,670
432,672
432,1200
432,712
432,708
432,709
432,710
432,713
432,714
432,715
455,1089
455,1135
455,1136
455,1137
455,1138
455,1139
455,1140
455,1141
455,1142
455,1143
455,1144
455,1145
455,1146
455,1147
455,1148
455,1149
455,1150
455,1151
455,1158
459,432
459,164
459,165
459,433
459,167
459,434
459,168
459,435
459,169
459,436
459,173
459,175
459,437
459,177
459,178
459,179
459,180
459,438
460,1205
460,164
460,165
460,166
460,167
460,168
460,169
460,170
460,172
460,173
460,174
460,175
460,176
460,177
460,171
460,179
460,180
460,435
461,193
461,194
461,195
461,196
461,197
461,334
461,335
461,336
461,344
461,505
461,506
461,507
461,508
461,509
461,510
461,1215
461,512
462,1214
462,235
462,194
462,195
462,236
462,237
462,238
462,239
462,240
462,242
462,243
462,244
462,844
462,246
462,247
462,248
462,249
466,476
466,477
466,478
466,613
466,614
466,615
466,925
466,928
466,618
466,727
466,728
466,913
466,1045
466,927
466,926
466,934
472,659
472,660
472,661
472,664
472,665
472,666
472,667
472,668
472,669
472,670
472,672
472,708
472,709
472,710
472,711
472,712
472,713
472,714
472,715
484,397
484,398
484,399
484,400
484,401
484,402
484,403
484,404
484,405
484,406
484,408
484,409
484,410
484,411
484,624
484,631
484,633
484,514
484,516
484,718
484,951
484,1112
484,1114
484,1115
484,1113
488,250
488,251
488,252
488,253
488,264
488,285
488,286
488,287
488,288
488,289
488,290
488,291
488,292
488,293
488,294
488,295
488,296
488,297
488,298
493,95
493,250
493,251
493,252
493,253
493,254
493,255
493,258
493,263
493,267
505,95
505,250
505,251
505,252
505,253
505,254
505,255
505,258
505,346
505,256
514,78
514,79
514,80
514,81
514,82
514,83
514,84
514,85
514,86
514,87
514,88
514,89
514,90
514,91
514,93
514,94
514,95
514,96
517,41
517,42
517,43
517,44
517,45
517,46
517,47
517,48
517,49
517,50
517,51
517,52
517,53
517,54
517,55
517,731
517,1126
517,1127
517,1182
524,1099
524,219
524,220
524,221
524,222
524,694
524,695
524,696
524,697
524,698
524,699
524,700
524,701
524,702
524,703
524,704
524,705
524,706
524,707
530,842
530,843
530,844
530,1070
530,1071
530,1072
530,1073
530,1074
530,1075
530,1076
530,1077
530,1078
530,1079
530,1080
537,11
537,12
537,13
537,14
537,846
537,848
537,849
537,850
537,851
537,15
537,16
537,853
537,852
537,331
537,855
537,857
537,17
556,1183
556,111
556,112
556,113
556,114
556,115
556,116
556,118
556,119
556,120
556,121
556,122
556,123
556,125
556,127
556,128
556,577
556,720
556,1185
558,153
558,154
558,155
558,156
558,157
558,224
558,225
558,226
558,227
558,228
558,229
558,230
558,231
558,232
558,233
558,234
558,310
561,588
561,583
561,585
561,586
561,582
561,587
561,581
561,584
561,111
561,413
561,349
561,28
561,113
561,350
561,351
561,369
561,353
561,32
561,127
565,955
565,111
565,413
565,414
565,415
565,416
565,417
565,418
565,419
565,420
565,421
565,422
565,423
565,424
565,425
565,426
565,427
565,428
565,429
565,430
565,431
565,28
576,26
576,27
576,28
576,29
576,31
576,32
576,36
576,37
576,38
576,40
576,105
576,30
577,26
577,28
577,484
577,485
577,486
577,487
577,488
577,489
577,490
577,491
577,492
577,493
577,494
577,495
577,496
577,497
577,498
577,499
577,500
577,643
577,671
589,26
589,107
589,108
589,109
589,275
589,349
589,350
589,351
589,352
589,353
589,354
589,355
589,356
589,357
589,358
589,359
589,360
589,361
589,362
589,363
589,364
589,367
589,368
596,11
596,12
596,13
596,14
596,15
596,16
596,22
596,183
596,184
596,185
596,186
596,187
596,188
596,189
596,190
596,191
596,467
596,468
596,469
596,470
596,471
596,472
596,473
596,474
596,475
596,822
597,11
597,12
597,13
597,14
597,15
597,16
597,17
597,25
597,183
597,459
597,460
597,461
597,462
597,463
597,464
597,465
597,652
597,674
597,736
599,193
599,194
599,195
599,196
599,197
599,333
599,334
599,335
599,336
599,337
599,338
599,340
599,341
599,342
599,343
599,344
599,1081
599,1082
600,164
600,165
600,167
600,168
600,169
600,173
600,175
600,177
600,178
600,179
600,180
600,432
600,433
600,434
600,435
600,436
600,437
600,438
633,800
633,801
633,802
633,804
633,805
633,806
633,807
633,808
633,809
633,810
633,811
633,812
633,813
633,815
633,817
633,818
633,819
633,1131
408,644
408,645
408,646
408,647
408,648
408,649
408,650
531,153
531,156
531,310
531,311
531,539
531,229
531,230
531,224
531,845
536,12
536,13
536,14
536,11
536,846
536,848
536,849
536,850
536,851
549,11
549,12
549,13
549,14
549,17
549,25
549,772
549,376
549,377
550,11
550,14
550,13
550,12
550,15
550,735
550,25
550,18
550,1102
551,465
551,461
551,1154
551,12
551,13
551,14
551,15
551,17
551,11
551,1155
