id,courseid,trackingqualificationid,userid,award,type,warning,dateupdated,overallgrade
199,,12,23820,PPP,Final,,
200,,12,24421,PPP,Final,,
201,,12,24204,PPP,Final,,
202,,12,23745,MPP,Final,,
203,,12,23889,PPP,Final,,
204,,12,15056,MPP,Predicted,,
205,,166,36337,DDM,Final,,
688,,166,14871,MMM,Final,,
207,,130,18076,PP,Final,,
208,,130,18080,MP,Final,,
209,,130,23580,MP,Final,,
210,,130,23294,MP,Final,,
211,,130,12778,MP,Final,,
212,,130,19627,PP,Final,,
213,,130,23585,MM/MP,Final,,
214,,130,23588,PP,Final,,
215,,131,24757,D*D*D*,Final,,
216,,131,12184,MMP,Predicted,,
217,,131,23488,DDM,Final,,
218,,131,24815,DMM,Predicted,,
219,,131,24832,DMM,Final,,
221,,130,23618,PP,Final,,
223,,166,36333,D*D*D*,Final,,
224,,166,36330,MMP,Final,,
225,,131,24894,DDD,Final,,
226,,131,23544,DDD*,Final,,
227,,131,23601,DDD*,Final,,
228,,162,24386,DDM,Final,,
229,,162,24366,PPP,Final,,
230,,162,24425,MPP,Final,,
231,,162,23707,PPP,Final,,
233,,162,14834,DDD,Final,,
236,,162,14832,DD*D*,Final,,
237,,162,24264,MMP,Final,,
239,,403,36000,D*D*D*,Final,,
241,,403,36096,DD*D*,Final,,
242,,51,24788,D*D*,Predicted,,
243,,51,23476,D*D*,Predicted,,
244,,51,24926,D*D*,Predicted,,
245,,51,23598,D*D*,Predicted,,
246,,51,24780,D*D*,Predicted,,
247,,51,24754,D*D*,Predicted,,
248,,51,15146,D*D*,Predicted,,
249,,51,23468,D*D*,Predicted,,
250,,51,24910,D*D*,Predicted,,
251,,51,23555,D*D*,Predicted,,
252,,51,24766,D*D*,Predicted,,
253,,51,23570,D*D*,Predicted,,
254,,51,23395,D*D*,Predicted,,
255,,51,24877,D*D*,Predicted,,
256,,51,24898,D*D*,Predicted,,
257,,51,23469,D*D*,Predicted,,
258,,21,23136,PPP,Predicted,,
260,,21,24845,DDD,Final,,
261,,21,23130,PPP,Predicted,,
262,,21,23160,D*D*D*,Final,,
264,,21,23181,PPP,Final,,
265,,21,23223,DD*D*,Final,,
266,,21,23219,DDM,Final,,
269,,21,23129,MMP,Predicted,,
270,,21,23142,PPP,Predicted,,
271,,21,17804,PPP,Final,,
274,,21,19356,MMP,Predicted,,
275,,21,23128,MMP,Predicted,,
276,,21,23286,MMP,Predicted,,
278,,112,23728,DDD,Final,,
279,,112,23715,PPP,Predicted,,
280,,112,23778,D*D*D*,Final,,
281,,112,23898,PPP,Final,,
282,,112,23881,DDM,Final,,
283,,112,24548,DD*D*,Final,,
284,,112,23744,PPP,Final,,
285,,112,23856,DMM,Final,,
286,,112,16716,MMP,Final,,
287,,112,24100,DDD*,Final,,
288,,112,23884,D*D*D*,Final,,
289,,112,23841,PPP,Final,,
290,,112,23814,MMM,Final,,
293,,60,19283,D*D,Final,,
294,,60,21023,D*D*,Final,,
295,,60,18065,PP,Final,,
296,,166,32989,DMM,Final,,
297,,60,21019,D*D,Final,,
298,,60,18003,PP,Final,,
299,,60,19289,MP,Final,,
300,,60,19608,PP,Final,,
301,,60,18659,MM/MP,Final,,
302,,60,18847,PP,Final,,
303,,60,21006,PP,Predicted,,
304,,60,18067,PP,Predicted,,
305,,60,18069,MM/MP,Final,,
306,,166,23851,DDD*,Final,,
307,,60,21064,MM,Predicted,,
308,,60,21085,D*D,Final,,
309,,60,19656,DM,Final,,
310,,60,21005,PP,Predicted,,
311,,60,18602,PP,Final,,
312,,60,18612,MM/MP,Final,,
313,,60,19026,PP,Predicted,,
314,,60,21016,PP,Predicted,,
315,,60,18062,PP,Predicted,,
316,,60,19586,PP,Final,,
317,,60,19658,PP,Predicted,,
318,,156,23158,D*D*D*,Predicted,,
321,,156,23200,D*D*D*,Predicted,,
322,,156,23163,D*D*D*,Predicted,,
323,,166,35196,MMP,Final,,
325,,166,36339,DDM,Final,,
326,,156,16323,DDD,Predicted,,
327,,156,24578,DDD*,Predicted,,
328,,156,23227,D*D*D*,Predicted,,
330,,156,23235,DMM,Predicted,,
331,,156,23071,DDD*,Predicted,,
332,,156,15957,DDM,Predicted,,
335,,156,23080,DDM,Predicted,,
336,,156,16372,DD*D*,Predicted,,
337,,156,18025,D*D*D*,Predicted,,
338,,156,23272,D*D*D*,Predicted,,
339,,156,23236,D*D*D*,Predicted,,
340,,156,24593,D*D*D*,Predicted,,
342,,156,23068,D*D*D*,Predicted,,
343,,156,23273,D*D*D*,Predicted,,
344,,156,23173,D*D*D*,Predicted,,
345,,156,23297,D*D*D*,Predicted,,
346,,156,23149,D*D*D*,Predicted,,
347,,156,11993,D*D*D*,Predicted,,
350,,156,23198,D*D*D*,Predicted,,
351,,156,23177,D*D*D*,Predicted,,
353,,156,23231,D*D*D*,Predicted,,
354,,156,23204,D*D*D*,Predicted,,
356,,156,24591,D*D*D*,Predicted,,
357,,156,23185,D*D*D*,Predicted,,
358,,156,26421,D*D*D*,Predicted,,
359,,156,23274,D*D*D*,Predicted,,
360,,156,23194,D*D*D*,Predicted,,
361,,156,24604,D*D*D*,Predicted,,
362,,156,23282,D*D*D*,Predicted,,
363,,156,24912,DDD,Predicted,,
365,,156,23240,D*D*D*,Predicted,,
366,,156,15939,DDD,Predicted,,
367,,156,16094,D*D*D*,Predicted,,
368,,156,23191,D*D*D*,Predicted,,
369,,156,25162,D*D*D*,Predicted,,
370,,166,16811,MMM,Final,,
371,,166,25824,DMM,Final,,
373,,166,23813,DDD*,Final,,
638,,89,33391,M,Predicted,,
375,,98,21007,M,Predicted,,
376,,98,34631,P,Final,,
377,,98,21054,M,Final,,
378,,76,34925,M,Final,,
379,,51,24781,D*D*,Predicted,,
639,,89,35102,M,Predicted,,
626,,96,33053,D*D*D*,Final,,
636,,89,35883,D*,Predicted,,
625,,96,27750,D*D*D*,Final,,
736,,19,36485,DD*D*,Final,,
637,,89,35958,D,Predicted,,
386,,76,24652,P,Final,,
387,,76,34271,D,Final,,
388,,76,26055,M,Final,,
389,,76,34320,M,Final,,
390,,76,34256,M,Final,,
391,,76,24025,P,Final,,
392,,76,21399,M,Final,,
393,,76,34639,P,Final,,
394,,76,36441,M,Final,,
395,,76,36435,M,Final,,
703,,431,32772,P,Predicted,,
612,,166,36336,DDM,Final,,
624,,96,35987,PPP,Predicted,,
399,,130,33104,D*D,Final,,
401,,130,24695,DM,Final,,
402,,403,36101,DDM,Final,,
403,,92,34273,D*D*D*,Final,,
404,,92,24350,D*D*D*,Final,,
405,,92,34357,DDM,Predicted,,
406,,92,34312,DDD*,Final,,
407,,403,33133,MMP,Final,,
408,,403,32941,DDD,Final,,
409,,130,33984,MP,Final,,
410,,130,34304,DM,Final,,
412,,40,25355,D*D*D*,Predicted,,
413,,403,37379,MMP,Predicted,,
414,,130,34682,MM,Final,,
415,,130,24839,DM,Final,,
417,,40,24911,D*D*D*,Predicted,,
418,,130,23504,MP,Final,,
419,,130,33161,PP,Predicted,,
420,,40,23210,MPP,Predicted,,
422,,40,23159,MPP,Predicted,,
423,,40,23302,DDD,Predicted,,
424,,40,23253,DDD*,Predicted,,
425,,40,25211,MPP,Predicted,,
426,,40,23329,MPP,Predicted,,
427,,40,23250,D*D*D*,Predicted,,
430,,40,27786,D*D*D*,Predicted,,
432,,92,23795,D*D*D*,Final,,
434,,76,24664,P,Final,,
435,,92,28031,MPP,Predicted,,
436,,403,36098,DDD*,Final,,
437,,92,22098,DDM,Final,,
438,,92,35393,DMM,Final,,
439,,92,34353,DDM,Predicted,,
440,,92,34335,D*D*D*,Final,,
441,,92,14034,DMM,Final,,
443,,116,24840,MMM,Predicted,,
444,,116,25008,D*D*D*,Predicted,,
445,,116,24996,MMM,Predicted,,
446,,116,16739,MMM,Predicted,,
447,,116,25026,MMM,Predicted,,
448,,116,25035,MMM,Predicted,,
449,,116,24730,MMM,Predicted,,
450,,116,25065,PPP,Predicted,,
451,,130,37379,MP,Final,,
452,,12,35951,PPP,Predicted,,
453,,12,24333,PPP,Predicted,,
454,,12,25056,PPP,Predicted,,
455,,12,19322,PPP,Predicted,,
456,,112,36433,MPP,Final,,
457,,21,27398,MPP,Final,,
458,,12,16840,MMM,Final,,
459,,21,23209,DDD,Predicted,,
460,,21,23131,PPP,Final,,
461,,21,23331,DDD,Final,,
462,,21,23215,D*D*D*,Final,,
463,,21,27795,MMP,Final,,
464,,21,23319,PPP,Final,,
465,,96,21156,MPP,Predicted,,
466,,131,23405,DD*D*,Final,,
467,,96,21004,D*D*D*,Predicted,,
468,,96,19638,DDM,Predicted,,
469,,40,23151,DMM,Predicted,,
470,,40,23332,DDD*,Predicted,,
471,,130,23519,DM,Final,,
472,,96,21030,DDD,Predicted,,
473,,156,23229,D*D*D*,Predicted,,
474,,12,24826,PPP,Predicted,,
475,,156,23169,D*D*D*,Predicted,,
476,,98,34548,D,Final,,
477,,96,21083,D*D*D*,Predicted,,
478,,403,36102,DD*D*,Final,,
479,,96,21068,DDD*,Predicted,,
480,,166,23800,DMM,Final,,
481,,40,24725,MMP,Predicted,,
482,,112,25248,MMM,Final,,
483,,403,36113,D*D*D*,Final,,
484,,403,36115,MMP,Predicted,,
485,,403,34376,MPP,Predicted,,
486,,156,23306,D*D*D*,Predicted,,
487,,159,35027,DDD,Final,,
488,,40,23175,DDM,Predicted,,
489,,143,14828,DDD,Final,,
490,,143,21977,DDM,Final,,
491,,43,23182,DDD,Predicted,,
492,,131,23482,DMM,Final,,
493,,131,26208,DDM,Final,,
494,,162,35465,PPP,Predicted,,
495,,162,35279,DDM,Final,,
496,,162,35265,DDD,Final,,
497,,162,35297,D*D*D*,Final,,
498,,162,35310,DDD,Final,,
499,,162,35256,MMM,Final,,
500,,162,23242,D*D*D*,Final,,
501,,162,35524,D*D*D*,Final,,
502,,162,35516,D*D*D*,Final,,
503,,162,35509,DDD,Final,,
504,,162,35511,D*D*D*,Final,,
505,,162,15881,DDD,Final,,
506,,162,24325,MMM,Final,,
507,,162,24335,DDM,Final,,
508,,162,24332,MMP,Final,,
509,,162,24391,MPP,Final,,
510,,162,24313,DDD,Final,,
511,,162,24372,MMP,Final,,
512,,162,24979,DMM,Final,,
513,,403,36112,MMP,Final,,
514,,426,23425,MPP,Final,,
515,,426,25416,MMP,Final,,
516,,426,17203,PPP,Final,,
517,,426,17055,MPP,Final,,
518,,426,23534,MPP,Final,,
519,,426,23457,MPP,Predicted,,
520,,426,23572,MMM,Final,,
521,,43,23154,DDD,Predicted,,
522,,426,17130,MMP,Final,,
523,,156,13942,DMM,Predicted,,
524,,156,15811,DMM,Predicted,,
525,,426,23594,PPP,Final,,
526,,426,23619,MMM,Final,,
527,,426,23472,DMM,Final,,
528,,426,26322,DDD,Final,,
529,,426,23537,DDM,Final,,
530,,426,17369,MPP,Final,,
531,,426,23511,PPP,Final,,
532,,426,23614,MPP,Final,,
533,,426,18482,MPP,Final,,
534,,426,23538,MPP,Predicted,,
535,,426,25417,MMM,Final,,
536,,426,25062,MMM,Final,,
537,,426,23543,DDD,Final,,
538,,426,23551,PPP,Final,,
539,,96,21127,DD*D*,Predicted,,
540,,96,33215,MPP,Final,,
541,,96,33330,MPP,Final,,
542,,96,33089,D*D*D*,Final,,
543,,112,36809,D*D*D*,Final,,
544,,112,35095,DDD*,Final,,
545,,112,36810,DMM,Predicted,,
546,,112,20973,MMM,Predicted,,
547,,112,36020,DMM,Final,,
548,,112,36812,MMP,Predicted,,
549,,112,36813,MMM,Final,,
550,,112,36814,MMM,Final,,
551,,112,35104,PPP,Final,,
552,,112,13351,MMM,Final,,
553,,112,35126,DDD,Final,,
554,,112,36815,MMM,Predicted,,
555,,112,36804,MMM,Final,,
556,,112,36816,DDD*,Final,,
557,,112,35324,MPP,Final,,
558,,112,35097,D*D*D*,Final,,
559,,112,36438,DDM,Final,,
560,,112,36817,MMM,Final,,
561,,152,21906,P,Final,,
562,,152,35436,D,Final,,
563,,426,23462,PPP,Predicted,,
564,,426,23453,PPP,Final,,
565,,426,24518,PPP,Final,,
566,,426,14939,PPP,Final,,
567,,426,17084,MPP,Final,,
568,,403,36100,MMP,Predicted,,
569,,106,23479,PP,Final,,
570,,106,23518,PP,Final,,
571,,106,23447,MP,Final,,
572,,106,23545,MP,Predicted,,
573,,106,23533,MP,Final,,
574,,106,23481,PP,Final,,
575,,98,16627,M,Final,,
576,,426,23567,PPP,Predicted,,
577,,426,25365,PPP,Predicted,,
578,,426,25334,PPP,Predicted,,
579,,426,23569,PPP,Predicted,,
580,,156,36603,D*D*D*,Predicted,,
581,,103,24399,DMM,Predicted,,
582,,166,21378,PPP,Final,,
583,,176,23427,MMM,Final,,
584,,176,23517,DMM,Final,,
585,,176,23613,DDD,Final,,
586,,176,23495,DDD,Final,,
587,,176,23491,MMM,Final,,
588,,176,23787,DDD,Final,,
589,,176,23523,MMM,Final,,
590,,176,23803,MMP,Final,,
591,,176,23529,MMP,Final,,
592,,176,22130,DMM,Final,,
593,,176,23477,DMM,Final,,
594,,176,23528,MPP,Final,,
595,,98,21103,P,Predicted,,
596,,98,36915,D,Final,,
597,,176,23455,MMM,Final,,
598,,156,34649,DMM,Predicted,,
599,,89,25009,M,Predicted,,
600,,89,26896,M,Predicted,,
601,,89,35882,M,Predicted,,
602,,89,25058,D,Predicted,,
603,,89,13369,D,Predicted,,
604,,89,22806,M,Predicted,,
605,,89,14723,D*,Predicted,,
606,,89,36251,D*,Predicted,,
607,,89,25059,D*,Predicted,,
608,,156,24978,D*D*D*,Predicted,,
609,,98,34659,P,Predicted,,
610,,96,33111,DMM,Final,,
611,,96,33418,PPP,Predicted,,
613,,53,36111,M,Final,,
614,,53,24906,P,Final,,
615,,53,14421,D,Final,,
616,,166,25038,D*D*D*,Final,,
617,,403,13584,MMM,Predicted,,
618,,156,15833,D*D*D*,Predicted,,
619,,156,23105,DDD,Predicted,,
620,,40,25251,MMP,Predicted,,
621,,53,23977,D,Predicted,,
622,,89,35101,M,Predicted,,
623,,89,22237,M,Predicted,,
627,,96,33134,D*D*D*,Final,,
628,,96,33106,D*D*D*,Final,,
629,,96,33166,DDD,Final,,
630,,30,23099,D*D*,Final,,
631,,166,36795,MPP,Predicted,,
632,,166,36338,DMM,Final,,
633,,166,11527,MPP,Final,,
634,,166,36331,DDD*,Final,,
635,,166,36341,MPP,Predicted,,
640,,28,23301,D*,Final,,
641,,28,33354,D*,Final,,
642,,28,33165,D*,Final,,
643,,28,33157,M,Final,,
644,,28,33232,D*,Predicted,,
645,,28,32995,M,Final,,
646,,28,34991,M,Predicted,,
647,,28,33102,D*,Final,,
648,,28,33512,D*,Final,,
649,,28,32985,D*,Final,,
650,,28,33204,D*,Final,,
651,,28,33121,D,Final,,
652,,28,33194,D*,Final,,
653,,28,33327,D*,Final,,
654,,28,33131,D*,Final,,
655,,28,23171,D*,Final,,
656,,28,34990,D*,Final,,
657,,28,34211,M,Final,,
658,,28,32972,D,Final,,
659,,28,33101,D*,Final,,
660,,28,21364,D*,Final,,
661,,28,34194,D,Final,,
662,,28,33132,D*,Final,,
663,,28,36501,D*,Final,,
664,,28,33243,D*,Final,,
665,,28,21387,M,Predicted,,
666,,28,33706,D*,Final,,
667,,28,33318,D*,Final,,
668,,28,33159,D*,Final,,
669,,28,33164,D*,Final,,
670,,28,24895,D,Final,,
671,,28,33353,M,Predicted,,
672,,28,33039,D*,Final,,
673,,28,33171,D*,Final,,
674,,28,33911,P,Predicted,,
675,,28,33098,D*,Final,,
676,,28,33457,M,Final,,
677,,28,33090,M,Predicted,,
678,,28,23179,D*,Final,,
679,,28,33100,D*,Final,,
680,,53,35967,D*,Final,,
681,,53,36105,D*,Final,,
682,,98,21125,P,Predicted,,
683,,96,33239,DDD,Final,,
684,,166,24070,MMM,Final,,
685,,166,13331,PPP,Final,,
686,,166,22946,MMP,Final,,
687,,166,16935,DMM,Final,,
689,,166,23844,MMP,Final,,
690,,166,23780,MMM,Final,,
691,,431,33698,P,Predicted,,
692,,130,23607,PP,Predicted,,
693,,130,23559,PP,Predicted,,
694,,130,23496,DM,Final,,
695,,130,23617,MM,Final,,
696,,130,37401,PP,Predicted,,
697,,130,24878,MP,Predicted,,
698,,103,23895,PPP,Predicted,,
699,,103,21221,PPP,Predicted,,
700,,103,21327,PPP,Final,,
701,,426,23502,DMM,Final,,
702,,409,38161,D*D,Final,,
704,,436,24905,D*D*,Predicted,,
705,,28,34992,D*,Final,,
706,,28,33322,M,Final,,
707,,28,23268,M,Predicted,,
708,,28,33016,P,Predicted,,
709,,28,33041,M,Final,,
710,,28,33099,D*,Final,,
711,,28,33367,M,Final,,
712,,28,23522,D*,Final,,
713,,28,33057,D*,Final,,
714,,28,33105,D*,Final,,
715,,28,23291,D*,Final,,
716,,28,33195,D*,Final,,
717,,412,25572,DM/DD,Predicted,,
718,,414,35663,D*D,Predicted,,
719,,414,33638,D*D,Predicted,,
720,,414,36344,D*D*,Predicted,,
721,,96,32888,MMM,Final,,
722,,96,34476,D*D*D*,Final,,
723,,96,32998,D*D*D*,Final,,
724,,30,21323,D*D*,Final,,
725,,431,16647,P,Predicted,,
726,,96,33092,D*D*D*,Final,,
727,,30,37255,DD,Predicted,,
728,,96,33230,D*D*D*,Final,,
729,,96,21366,MMM,Final,,
730,,96,33285,D*D*D*,Final,,
731,,96,33228,DD*D*,Predicted,,
732,,96,31795,D*D*D*,Final,,
733,,96,19011,MMP,Final,,
734,,96,33719,D*D*D*,Final,,
735,,96,21040,DDD*,Final,,
737,,96,33030,MMM,Final,,
738,,30,33416,D*D*,Predicted,,
739,,96,34215,DDD,Final,,
740,,96,33201,DDD,Predicted,,
741,,96,35988,D*D*D*,Final,,
742,,30,27768,D*D*,Final,,
743,,30,27752,D*D*,Final,,
744,,96,32124,D*D*D*,Final,,
745,,96,33147,D*D*D*,Final,,
746,,98,34604,P,Final,,
747,,134,21324,DD*D*,Predicted,,
748,,19,36488,DMM,Final,,
749,,19,27480,MMM,Final,,
750,,431,25876,P,Predicted,,
751,,134,34845,D*D*D*,Predicted,,
752,,134,34835,D*D*D*,Predicted,,
753,,134,21290,D*D*D*,Predicted,,
754,,134,34788,D*D*D*,Predicted,,
755,,134,34817,D*D*D*,Predicted,,
756,,22,34299,D*D*D*,Final,,
757,,28,35969,D,Final,,
758,,28,23113,D*,Final,,
759,,176,27522,MPP,Predicted,,
760,,19,35096,MPP,Final,,
761,,156,34584,D*D*D*,Predicted,,
762,,156,34617,D*D*D*,Predicted,,
763,,156,21071,D*D*D*,Predicted,,
764,,156,13671,D*D*D*,Predicted,,
765,,162,35464,DDD*,Final,,
766,,175,35199,M,Final,,
767,,162,35503,MMP,Final,,
768,,175,35138,M,Final,,
769,,175,35140,P,Final,,
770,,175,22185,P,Final,,
771,,175,35579,P,Final,,
772,,175,35111,P,Final,,
773,,175,35200,P,Final,,
774,,175,35405,P,Final,,
775,,175,16572,P,Final,,
776,,175,24007,P,Final,,
777,,175,21259,P,Final,,
778,,175,34915,P,Final,,
779,,175,35403,P,Final,,
780,,119,15272,DDD*,Final,,
781,,119,23312,DDD,Final,,
782,,119,24756,MMM,Final,,
783,,119,24385,D*D*D*,Final,,
784,,119,24485,DD*D*,Final,,
785,,119,24759,DD*D*,Final,,
786,,119,25007,D*D*D*,Final,,
787,,119,27905,PPP,Predicted,,
788,,119,24400,PPP,Predicted,,
789,,119,23233,MMP,Predicted,,
790,,13,24396,PP,Final,,
791,,13,23281,MM/MP,Final,,
792,,13,20993,DM/DD,Final,,
793,,13,24269,PP,Final,,
794,,13,23070,MP,Final,,
795,,13,23407,DM/DD,Final,,
796,,13,26473,PP,Predicted,,
797,,13,24291,DM,Final,,
798,,13,24392,DM,Final,,
799,,13,34598,PP,Predicted,,
800,,13,23740,DM,Final,,
801,,13,34987,PP,Predicted,,
802,,13,24915,DD,Final,,
803,,13,18374,DD,Final,,
804,,13,34867,D*D,Predicted,,
805,,13,34913,D*D,Final,,
806,,13,33668,D*D,Predicted,,
807,,13,25492,MM/MP,Predicted,,
808,,13,23123,MP,Final,,
809,,13,25184,PP,Predicted,,
810,,13,24390,PP,Predicted,,
811,,13,24724,PP,Predicted,,
812,,13,24735,PP,Predicted,,
813,,13,35512,D*D*,Final,,
814,,13,25499,DD,Predicted,,
815,,13,34465,DM,Predicted,,
816,,13,25415,PP,Predicted,,
817,,13,24510,DD,Final,,
818,,96,33155,D*D*D*,Final,,
819,,134,24688,D*D*D*,Final,,
820,,134,24956,D*D*D*,Final,,
821,,80,23126,MMP,Final,,
822,,80,23141,PPP,Final,,
823,,13,34989,PP,Predicted,,
824,,80,23170,PPP,Final,,
825,,432,35090,MMP,Predicted,,
826,,175,35478,P,Predicted,,
827,,431,14339,P,Predicted,,
828,,80,24784,PPP,Predicted,,
829,,80,23127,PPP,Final,,
830,,80,19455,PPP,Final,,
831,,80,23320,MPP,Final,,
832,,80,23167,MMM,Final,,
