courseid,userid
3957,31265
3959,162
3959,625
3959,282
3959,269
3959,373
3959,57
3959,37748
3959,646
3959,20587
3959,709
3961,400
3961,677
3965,77
3965,96
3965,242
3965,452
3965,18291
3965,18292
3965,18293
3965,18294
3965,18297
3965,18299
3965,18300
3965,18301
3965,37539
3965,408
3965,23696
3965,25216
3965,24234
3965,475
3965,27741
3965,61
3965,27743
3965,464
3965,381
3965,116
3965,253
3965,14
3965,687
3965,345
3965,567
3965,24447
3965,27220
3965,538
3965,27744
3965,99
3965,555
3965,177
3965,287
3965,360
3965,26494
3965,302
3965,46089
3965,31154
3965,515
3965,49598
3965,409
3967,77
3967,96
3967,242
3967,116
3967,452
3967,18291
3967,18292
3967,18293
3967,18294
3967,18297
3967,18299
3967,18300
3967,18301
3967,28857
3967,28855
3967,28856
3967,85
3967,7
3967,25216
3967,23696
3967,24234
3967,287
3967,475
3967,61
3967,31
3967,283
3967,510
3967,567
3967,99
3967,263
3967,650
3967,27742
3967,349
3967,24447
3967,20878
3967,27220
3967,345
3967,687
3967,302
3967,177
3967,255
3967,37539
3967,408
3967,27743
3967,464
3967,381
3967,253
3967,14
3967,538
3967,27744
3967,555
3967,360
3967,26494
3967,46089
3967,31154
3967,49598
3967,409
3968,33
3968,411
3968,677
3968,220
3969,77
3969,96
3969,242
3969,260
3969,19529
3969,116
3969,452
3969,18291
3969,18292
3969,18293
3969,18294
3969,18297
3969,18299
3969,18300
3969,28855
3969,28857
3969,28856
3969,85
3969,7
3969,25216
3969,23696
3969,24234
3969,177
3969,287
3969,475
3969,61
3969,31
3969,283
3969,510
3969,567
3969,99
3969,263
3969,650
3969,27742
3969,349
3969,24447
3969,20878
3969,27220
3969,345
3969,687
3969,302
3969,255
3969,37539
3969,408
3969,27743
3969,464
3969,381
3969,253
3969,14
3969,538
3969,27744
3969,555
3969,360
3969,26494
3969,46089
3969,31154
3969,49598
3969,409
10699,20124
10699,20880
10699,20177
10699,20175
10699,20142
3971,77
3971,96
3971,242
3971,23696
3971,25216
3971,452
3971,18291
3971,18292
3971,18293
3971,18294
3971,18297
3971,18299
3971,18300
3971,18301
3971,28857
3971,28856
3971,28855
3971,408
3971,37541
3971,37539
3971,24234
3971,11273
3971,475
3971,61
3971,27743
3971,464
3971,381
3971,116
3971,253
3971,14
3971,687
3971,345
3971,567
3971,24447
3971,27220
3971,538
3971,27744
3971,99
3971,555
3971,177
3971,287
3971,360
3971,26494
3971,302
3971,46089
3971,31154
3971,49598
3971,409
3972,77
3972,96
3972,242
3972,20856
3972,452
3972,18291
3972,18292
3972,18293
3972,18294
3972,18297
3972,18299
3972,18300
3972,18301
3972,28855
3972,28857
3972,28856
3972,408
3972,85
3972,7
3972,116
3972,25216
3972,23696
3972,24234
3972,287
3972,475
3972,61
3972,31
3972,283
3972,510
3972,99
3972,263
3972,650
3972,27742
3972,349
3972,24447
3972,20878
3972,27220
3972,345
3972,687
3972,177
3972,567
3972,302
3972,255
3972,37541
3972,37539
3972,11273
3972,27743
3972,464
3972,381
3972,253
3972,14
3972,538
3972,27744
3972,555
3972,360
3972,26494
3972,46089
3972,31154
3972,49598
3972,409
3973,77
3973,96
3973,242
3973,452
3973,18291
3973,18292
3973,18293
3973,18294
3973,18297
3973,18299
3973,18300
3973,18301
3973,28857
3973,28855
3973,27009
3973,28856
3973,360
3973,85
3973,7
3973,116
3973,25216
3973,23696
3973,24234
3973,81
3973,177
3973,287
3973,475
3973,61
3973,31
3973,283
3973,510
3973,567
3973,99
3973,263
3973,650
3973,27742
3973,349
3973,24447
3973,20878
3973,27220
3973,345
3973,687
3973,302
3973,255
3973,35562
3973,37539
3973,31154
3973,49598
3973,409
3974,77
3974,96
3974,242
3974,452
3974,18291
3974,18292
3974,18293
3974,18294
3974,18297
3974,18299
3974,18300
3974,18301
3974,27009
3974,28855
3974,28857
3974,28856
3974,287
3974,81
3974,177
3974,360
3974,85
3974,7
3974,116
3974,25216
3974,23696
3974,24234
3974,475
3974,61
3974,31
3974,283
3974,510
3974,99
3974,263
3974,650
3974,27742
3974,349
3974,24447
3974,20878
3974,27220
3974,345
3974,687
3974,567
3974,302
3974,255
3974,35562
3974,37539
3974,408
3974,27743
3974,464
3974,381
3974,253
3974,14
3974,538
3974,27744
3974,555
3974,26494
3974,46089
3974,31154
3974,49598
3974,409
3975,77
3975,96
3975,242
3975,20856
3975,27741
3975,475
3975,452
3975,18291
3975,18292
3975,18293
3975,18294
3975,18297
3975,18299
3975,18300
3975,18301
3975,28855
3975,28857
3975,28856
3975,283
3975,27743
3975,31
3975,85
3975,7
3975,116
3975,25216
3975,23696
3975,24234
3975,287
3975,61
3975,510
3975,99
3975,263
3975,650
3975,27742
3975,349
3975,24447
3975,20878
3975,27220
3975,345
3975,687
3975,177
3975,302
3975,255
3975,567
3975,37539
3975,408
3975,464
3975,381
3975,253
3975,14
3975,538
3975,27744
3975,555
3975,360
3975,26494
3975,46960
3975,31154
3975,49598
3975,409
3976,77
3976,96
3976,242
3976,20856
3976,28855
3976,28857
3976,28856
3976,452
3976,18291
3976,18292
3976,18293
3976,18294
3976,18297
3976,18299
3976,18300
3976,18301
3976,61
3976,510
3976,31
3976,85
3976,7
3976,116
3976,25216
3976,23696
3976,24234
3976,287
3976,475
3976,27741
3976,283
3976,99
3976,263
3976,650
3976,27742
3976,349
3976,24447
3976,20878
3976,27220
3976,345
3976,687
3976,177
3976,567
3976,302
3976,255
3976,383
3976,27743
3976,37539
3976,408
3976,464
3976,381
3976,253
3976,14
3976,538
3976,27744
3976,555
3976,360
3976,26494
3976,46960
3976,31154
3976,49598
3976,409
3977,77
3977,96
3977,242
3977,28856
3977,28857
3977,452
3977,18291
3977,18292
3977,18293
3977,18294
3977,18297
3977,18299
3977,18300
3977,18301
3977,28855
3977,233
3977,687
3977,345
3977,85
3977,7
3977,116
3977,25216
3977,23696
3977,24234
3977,287
3977,475
3977,61
3977,31
3977,283
3977,510
3977,99
3977,263
3977,650
3977,27742
3977,349
3977,24447
3977,20878
3977,27220
3977,14
3977,177
3977,567
3977,302
3977,255
3977,31667
3977,37539
3977,408
3977,27743
3977,464
3977,381
3977,253
3977,538
3977,27744
3977,555
3977,360
3977,26494
3977,31154
3977,515
3977,49598
3977,409
3978,77
3978,96
3978,242
3978,28855
3978,452
3978,18291
3978,18292
3978,18293
3978,18294
3978,18297
3978,18299
3978,18300
3978,18301
3978,233
3978,687
3978,345
3978,28857
3978,28856
3978,85
3978,7
3978,116
3978,25216
3978,23696
3978,24234
3978,287
3978,475
3978,61
3978,31
3978,283
3978,510
3978,99
3978,263
3978,650
3978,27742
3978,349
3978,24447
3978,20878
3978,27220
3978,14
3978,177
3978,567
3978,302
3978,255
3978,31667
3978,515
3978,37539
3978,34408
3978,31154
3978,49598
3978,409
3979,77
3979,96
3979,242
3979,20856
3979,28857
3979,452
3979,18291
3979,18292
3979,18293
3979,18294
3979,18297
3979,18299
3979,18300
3979,18301
3979,349
3979,99
3979,555
3979,650
3979,20878
3979,28855
3979,28856
3979,567
3979,27742
3979,24447
3979,37539
3979,31154
3979,49598
3979,409
3979,51311
3980,20856
3980,77
3980,96
3980,242
3980,452
3980,18291
3980,18292
3980,18293
3980,18294
3980,18297
3980,18299
3980,18300
3980,18301
3980,28855
3980,27009
3980,28856
3980,99
3980,650
3980,263
3980,555
3980,349
3980,20878
3980,28857
3980,27220
3980,85
3980,7
3980,116
3980,25216
3980,23696
3980,24234
3980,287
3980,475
3980,61
3980,31
3980,283
3980,510
3980,27742
3980,24447
3980,345
3980,687
3980,177
3980,567
3980,302
3980,255
3980,37539
3980,31154
3980,49598
3980,409
3981,77
3981,96
3981,242
3981,24447
3981,31154
3981,49598
3981,409
3981,20856
3981,18301
3981,18300
3981,18299
3981,18297
3981,18294
3981,18293
3981,18292
3981,18291
3981,452
3981,37539
3985,541
3985,677
3986,213
3986,36
3986,53
3986,610
3986,148
3986,608
3986,285
3986,408
3986,601
3986,35562
3986,40417
3986,166
3987,100
3987,130
3987,50
3987,103
3987,118
3987,174
3987,208
3987,235
3987,337
3987,372
3987,401
3987,18741
3987,32558
3987,381
3987,38150
3987,38149
3987,361
3987,46511
3987,234
3987,27009
3987,32618
3989,100
3989,130
3989,50
3989,103
3989,118
3989,174
3989,208
3989,235
3989,337
3989,372
3989,401
3989,18741
3989,20712
3989,32558
3989,20557
3989,381
3989,38150
3989,38149
3989,361
3989,46511
3990,100
3990,130
3990,50
3990,103
3990,118
3990,174
3990,208
3990,235
3990,337
3990,372
3990,401
3990,20712
3990,32558
3990,18741
3990,38150
3990,38149
3990,381
3990,361
3990,20557
3993,100
3993,130
3993,174
3993,235
3993,337
3993,696
3993,361
3993,381
3993,48375
3995,100
3995,174
3995,235
3995,20712
3995,381
3996,11273
3996,581
3996,408
3996,25720
3996,24234
3996,35
3996,52813
3996,17247
3996,298
3996,46963
3997,581
3997,285
3997,408
3997,35
3997,599
3997,371
3998,154
3998,336
3998,674
3998,396
3998,24679
3998,19529
3998,209
3998,31265
3998,364
3998,38119
3998,328
3998,351
3998,43646
3998,43912
3998,46640
3998,46964
3998,163
10818,40283
10818,27009
10818,263
10818,305
10818,24447
10818,299
10818,32332
10818,27220
10818,37522
10818,231
10818,657
4001,154
4001,395
4001,116
4001,674
4001,35562
4001,396
4001,19529
4001,209
4001,292
4001,38119
4001,328
4001,351
4001,49350
4001,32618
4001,31265
4001,43646
4001,43912
4002,105
4002,404
4002,17269
4002,21008
4002,17382
4002,50823
4002,485
4002,31
4002,286
4002,11277
4002,109
4002,39855
4002,246
4002,383
4003,286
4003,105
4003,283
4003,255
4003,145
4003,485
4003,31
4003,11277
4003,39855
4003,246
4003,383
4004,105
4004,283
4004,255
4004,485
4004,31
4004,286
4004,39855
4004,246
4004,383
4005,116
4005,674
4005,396
4005,304
4005,154
4005,209
4005,31265
4005,328
4005,43646
4005,43912
4005,46964
4007,603
4007,579
4007,709
4007,373
4007,37010
4007,37748
4008,260
4008,116
4008,31265
4008,328
4008,253
4008,364
4008,43646
4008,43912
4010,241
4010,310
4010,603
4010,269
4010,709
4010,373
4010,37748
14132,337
14132,32558
14132,372
14132,235
14132,174
14132,20557
14132,103
14132,50
14132,18741
14132,100
14132,401
14132,27009
14132,20712
14132,208
14132,118
14132,130
14132,381
14132,38150
14132,38149
14132,361
14132,46511
4014,16
4015,16
4029,40283
4029,231
4030,263
4030,99
4030,40283
4030,231
4031,555
4031,650
4031,263
4031,40283
4031,287
4031,99
4031,349
4031,20878
4031,27220
4031,37522
4031,231
4031,46089
14198,40283
14198,295
14198,11275
14198,285
14198,37522
14198,231
14223,20195
14223,20137
14223,20693
14223,27128
14223,37490
14223,20182
14223,19940
14223,27600
14223,20171
14223,20175
14223,20140
14223,49175
7535,464
7535,61
7535,469
7535,475
7535,266
7535,362
7880,389
7880,677
10685,20880
10685,20143
10685,20133
10685,20124
10685,32618
10685,27600
10685,32624
10685,20175
10685,37555
10685,37519
10685,38122
10685,36500
10685,20194
10685,20205
10685,49596
10685,20151
10685,43801
10685,20142
10685,20140
14177,53990
14177,158
14177,228
7787,663
7787,24235
7787,426
7787,358
7787,448
7787,317
7787,380
7787,28137
7782,263
7782,40283
7782,650
7782,99
7782,555
7782,349
7782,20878
7782,27220
7782,37522
7782,231
7783,208
7783,381
7788,38119
7788,31265
7788,46964
7789,38119
7789,31265
7790,38119
7790,31265
7791,114
7791,20700
7791,38119
7791,31265
7792,396
7792,20606
7792,38119
7792,31265
7793,20700
7793,38119
7793,33
7793,18898
7793,31265
14616,38119
14616,396
14616,205
14616,18898
14616,20606
14616,434
14616,139
14616,20
14616,20700
14616,33
14616,677
14616,31265
14616,46964
14616,32618
14616,157
7865,38119
7865,114
7865,139
7865,294
7865,20700
7865,173
7865,31265
7865,20606
7866,38119
7866,31265
7968,158
7968,30474
7968,53990
7968,599
7968,545
7968,228
7968,157
7869,609
7869,91
7869,11275
7869,408
7872,337
7872,466
7872,381
7872,361
7873,7
7873,85
7873,545
7873,53990
7873,228
7875,285
7875,17246
7875,94
7875,106
7875,564
7875,492
7875,587
7875,150
7875,53
7875,148
7875,128
7875,29178
7875,213
7875,610
7875,399
7875,51029
7875,52741
7875,35
7875,482
7876,285
7876,94
7876,106
7876,492
7877,285
7877,94
7877,106
7877,492
7877,408
7878,285
7878,94
7878,106
7878,492
7878,408
7879,170
7879,677
7882,677
7881,389
7881,677
7887,405
7887,373
7887,27538
7887,57
7887,37748
7887,69
7887,20694
7887,39478
7887,709
7887,646
7889,20712
7889,287
7889,381
7891,395
7891,260
7891,19529
7891,292
7891,31265
7891,364
7891,49350
7891,328
7891,253
7891,43646
7891,43912
7905,347
7906,347
7907,347
7916,706
7916,406
7916,53990
7916,228
7916,51028
7914,706
7914,406
7914,48458
7914,53990
7914,228
7914,48201
7914,330
7914,423
7915,706
7915,406
7915,53990
7915,228
7915,20659
7915,330
7915,157
7908,706
7908,406
7908,53990
7908,30675
7908,228
7909,406
7909,48458
7909,53990
7909,228
7909,423
7917,706
7917,406
7917,198
7917,53990
7917,545
7917,20636
7917,51028
7917,228
7919,480
7919,677
7920,480
7920,677
7924,347
7929,20127
7929,20181
7929,20157
7929,20171
7929,20124
7929,20611
7929,20177
7929,32618
7929,32624
7929,20151
7929,37516
7929,20175
7929,20196
7929,34537
7929,40294
7929,20691
7929,34418
7929,46959
7929,29024
7929,19940
7929,20140
7929,49175
7929,20142
7929,20699
7929,20585
7929,20608
7929,20659
7929,20205
7931,19940
7931,20181
7931,20157
7931,20127
7931,20124
7931,20171
7931,20611
7931,20177
7931,29024
7931,32618
7931,32624
7931,20151
7931,37516
7931,20175
7931,20196
7931,34537
7931,20691
7931,34418
7931,46959
7931,20140
7931,49175
7931,20142
7931,20699
7931,20585
7931,20608
7931,20659
7931,20205
14213,49598
7935,20190
7935,20175
7935,37555
7935,20182
7935,20124
7935,299
7935,20151
7935,38144
7935,20194
7935,20142
7935,20140
7935,20699
7935,20659
7935,20205
7936,20190
7936,20182
7936,20177
7936,20124
7936,299
7936,20175
7936,20142
7936,20699
7936,20659
7940,20190
7940,20177
7940,20124
7940,20175
7940,20142
7940,20699
7940,20659
7941,20190
7941,20177
7941,20124
7941,20175
7941,20142
7941,20699
7941,20659
7942,20190
7942,20128
7942,20197
7942,20177
7942,20124
7942,20151
7942,20194
7942,20175
7942,37519
7942,36500
7942,20585
7942,299
7942,20142
7942,37538
7942,20699
7942,20659
7942,20205
7943,20190
7943,20177
7943,20124
7943,20151
7943,20175
7943,20142
7943,20699
7943,20659
7943,20205
7944,37538
7944,20190
7944,20182
7944,20177
7944,27600
7944,20124
7944,20151
7944,20175
7944,37555
7944,20142
7944,20699
7944,20659
7944,20205
7945,20175
7945,20177
7945,20699
7945,20659
7946,20175
7947,20124
7947,20175
7947,20142
15074,209
15074,328
7964,677
7966,20693
7966,19940
7966,20137
7966,20129
7970,129
7970,20560
7970,120
7970,433
7970,11269
7970,28900
7970,11277
7969,40283
7969,609
7969,334
7969,285
7969,37522
7969,231
7971,129
7971,20560
7971,202
7971,11277
7977,129
7977,20560
7973,129
7973,20560
7973,11277
11236,20197
11236,20139
11236,37879
11236,20124
11236,32096
11236,32098
11236,32099
11236,32100
11236,32097
11236,20175
11236,37538
11236,20142
7974,129
7974,20560
7974,11277
7974,30930
7974,202
7978,33
7978,677
7978,20606
7981,433
7981,129
7981,266
7987,321
7987,157
7986,623
7986,677
10835,129
7991,8
7991,54070
7991,27988
7991,31004
7991,515
7991,249
7991,34408
7991,30474
7991,668
7992,8
7992,356
7992,468
7992,442
7992,32535
7992,36917
7992,46502
7997,389
7997,677
10700,20124
10700,20177
10700,20175
10700,20142
7994,581
7994,285
7994,371
7994,35
7994,599
10692,20177
10692,20124
10692,20175
10692,20142
7998,389
7998,677
7999,677
7999,220
7999,411
10764,20124
10764,20190
10764,20133
10764,299
10764,20177
10764,27600
10764,37879
10764,20197
10764,20194
10764,37538
10764,32618
10764,20151
10764,20205
10764,20175
10764,37555
10764,20128
10764,20585
10764,48377
10764,20142
14277,515
14277,54070
14277,14
14277,687
14277,345
14277,31667
14277,444
14277,31004
14277,20557
14277,302
14277,34408
14278,39152
14278,37486
8000,20700
8000,38119
8000,31265
8000,157
10735,114
10735,406
10735,34408
10711,373
10711,148
10711,285
10711,8
10711,198
10711,235
10711,677
10711,249
10711,20151
10711,209
10711,286
10711,173
10711,37748
10711,274
8006,32547
8006,33
8006,677
8006,220
8006,411
8006,17
8006,32618
8007,677
8007,411
8007,220
8007,33
8007,32547
8007,17
8008,20700
8008,599
8008,38119
8008,31265
8009,20700
8009,38119
8009,31265
10477,296
10476,129
10476,433
10476,11269
10476,120
10478,401
10478,174
10478,229
10478,381
10482,20124
10482,20175
10482,38122
10482,20142
10491,359
10491,373
10491,57
10491,646
10491,625
10491,162
10491,223
10491,709
10491,282
10491,27538
10491,18973
10491,69
10491,20587
10491,269
10491,603
10491,539
10491,241
10491,310
10491,540
10491,27872
10491,29040
10491,42
10491,11279
10491,391
10491,710
10491,579
10491,663
10491,221
10491,358
10491,28137
10491,577
10491,200
10491,143
10491,20695
10491,392
10491,448
10491,25693
10491,426
10491,317
10491,87
10491,24235
10491,672
10491,115
10491,380
10491,405
10491,26034
10491,167
10491,327
10491,25486
10491,259
10491,604
10491,28795
10491,17247
10491,20635
10484,20157
10484,20202
10484,20194
10484,20124
10484,32618
10492,448
10492,358
10492,32618
10481,142
10481,19084
10481,311
10481,304
10481,152
10481,66
10481,110
10481,26337
10481,163
10481,267
10481,20175
10481,32553
10481,20202
10481,27745
10481,11278
10481,27275
10481,46640
10481,482
10483,20177
10483,20124
10483,20175
10483,20142
10708,330
10708,158
10708,7
10708,85
10708,53990
10708,545
10708,37
10708,706
10708,406
10708,228
10800,20205
10800,20585
10800,20608
10800,19535
10800,20202
10800,20158
10800,19534
10800,19084
10800,65
10800,66
10800,110
10800,20177
10800,20175
10800,27275
10800,32618
10800,267
10800,30073
10800,39563
10800,47526
10800,43801
10800,49123
10803,40283
10803,295
10803,20850
10803,26344
10803,177
10803,231
10803,188
10803,360
10803,266
10803,24678
10803,37522
14069,43872
14069,32026
14069,31153
14069,677
14069,35610
14070,47290
14070,43872
14070,32026
14070,31153
14070,38152
14070,677
14086,20194
14086,20133
14086,20197
14086,299
14086,20143
14086,20151
14086,20205
14086,20175
14086,37519
14086,36500
14086,20128
14086,19940
14086,20140
14086,20124
14086,49175
14086,20142
14086,37555
19204,53132
10855,400
10855,677
10841,27275
10841,65
10841,619
10841,501
10841,267
10841,32553
10841,20175
10841,20202
10841,163
10841,11278
10862,267
10862,142
10862,20175
10862,19084
10862,11278
10861,267
10861,142
10861,27745
10861,20175
10861,19084
10861,52100
10861,11278
10870,321
10871,321
10880,20205
10880,27128
10880,20196
10880,20175
10880,20137
10880,49598
10880,409
10880,96
10880,31154
10883,24234
10883,408
10883,85
10883,7
10883,116
10883,25216
10883,23696
10883,177
10883,287
10883,475
10883,61
10883,31
10883,27743
10883,283
10883,255
10883,510
10883,567
10883,99
10883,263
10883,650
10883,27742
10883,349
10883,24447
10883,20878
10883,27220
10883,345
10883,687
10883,302
10883,14
10883,11273
10883,464
10883,381
10883,253
10883,538
10883,27744
10883,360
10883,96
10883,242
10883,26494
10883,77
10883,46089
10883,31154
10883,49598
10883,409
10883,18291
10883,452
10883,28857
10883,28856
10883,28855
10883,20856
10883,18300
10883,18299
10883,18297
10883,18294
10883,18293
10883,18292
10883,37539
10883,555
10908,40283
10908,609
10908,25210
10908,37522
10908,231
10908,285
10909,20585
10909,26663
10909,20124
10909,20133
10909,20880
10909,20177
10909,32624
10909,43801
10909,32618
10909,20175
10909,37555
10909,38122
10909,36500
10909,20194
10909,49596
10909,20142
10909,20140
11025,706
11025,53990
11025,599
11025,545
11025,228
11045,538
11045,27744
11045,349
11045,650
11045,27220
11045,27742
11045,20864
11045,40283
11045,555
11045,99
11045,567
11045,20878
11045,24447
11045,263
11045,32332
11045,231
11077,31153
11077,33
11077,20606
11077,23383
11077,677
11089,373
11089,310
11089,603
11089,241
11089,29040
11089,37748
11089,625
11089,221
11090,373
11090,310
11090,603
11090,241
11090,29040
11090,37010
11090,37748
11090,625
11090,221
11110,53990
11110,545
11110,228
11111,545
11111,53990
11111,228
11111,46641
11113,285
11113,27009
11156,40283
11156,35562
11156,295
11156,177
11156,81
11156,287
11156,360
11156,188
11156,37522
11156,231
11156,46089
11156,24678
11191,161
11192,161
11195,161
11196,161
11197,334
11198,334
11199,153
11200,153
11201,153
11202,153
11203,161
11204,161
11205,161
11206,161
18863,153
18863,11273
11209,334
11210,161
11210,50823
11211,161
11212,161
11213,161
11214,161
11215,161
11216,334
11217,334
18862,54070
18862,31004
18862,34408
18862,345
11220,334
11221,334
11222,334
11222,24447
11223,24447
11226,153
11226,285
11227,153
11227,285
11228,153
11228,20140
11229,153
11229,20140
11232,161
11232,51028
11233,161
11250,130
11250,401
11250,334
11250,381
11250,31061
14089,40283
14089,285
14089,609
14089,91
14089,11275
14089,18978
14089,25210
14089,37522
14089,231
14089,27009
14089,24678
14135,186
14135,53990
14135,34
14135,228
14153,114
11403,20124
11403,20182
11403,20190
11403,27600
11403,20139
11403,20175
11403,20142
11403,38144
11403,20151
11403,39030
14085,286
14085,109
14085,105
14085,31
14085,37534
14085,39855
14085,246
14085,383
11405,26335
11405,19
11405,43547
11405,35
11405,234
11405,334
11405,374
11405,46702
11405,53
11405,399
11405,48458
11405,711
11405,489
11405,37488
11405,587
11404,19
11404,35
11404,334
11404,697
11404,18737
11404,48458
11404,229
11404,20659
11404,20608
11404,335
11404,20699
11404,416
11404,711
11404,25721
11404,271
11404,27009
11404,36872
11404,36
11404,53
11404,71
11404,148
11404,213
11404,285
11404,408
11404,601
11404,608
11404,610
11404,11275
11404,24678
14105,20175
14105,20202
14105,19534
14105,19535
14105,20158
14105,65
14105,27275
14105,20205
14105,267
14105,47526
14105,20142
14125,20175
14125,30675
14125,20124
14125,20142
11415,35
11418,20606
11418,677
11418,33
15128,381
15128,20712
15128,174
15128,401
15128,118
15128,50
15128,361
15128,100
15128,130
15128,18741
15128,46511
15128,372
14155,172
14155,328
14155,38119
14155,43646
14155,43912
11416,359
11416,29253
11417,604
11417,434
11417,670
11417,20140
11417,697
11417,489
11417,20585
11417,20177
11417,30073
11417,27009
11417,711
11417,399
11417,416
11417,39437
11419,40283
11419,35562
11419,295
11419,401
11419,360
11419,177
11419,274
11419,81
11419,556
11419,238
11419,306
11419,231
11419,30675
11419,494
11420,35562
11420,295
11420,401
11420,360
11420,177
11420,274
11420,81
11420,556
11420,238
11420,306
11420,40283
11420,231
11420,30675
11421,40283
11421,295
11421,35562
11421,401
11421,360
11421,177
11421,274
11421,81
11421,556
11421,238
11421,306
11421,231
11421,30675
11424,625
11424,39478
14033,34407
14033,39152
14033,20694
14091,40283
14091,285
14091,609
14091,91
14091,11275
14091,18978
14091,25210
14091,37522
14091,24678
14091,231
14092,40283
14092,285
14092,609
14092,91
14092,11275
14092,18978
14092,25210
14092,37522
14092,24678
14092,231
14092,178
14157,20857
14157,34407
14157,20694
14157,37486
14124,263
14124,27009
14124,24447
14124,20864
14581,38119
14581,18898
14581,20606
14581,20700
14581,139
14581,33
14581,677
14581,205
14581,20
14581,17
14581,114
14581,86
14581,31265
14581,157
14582,18898
14582,677
14583,27538
14618,29024
14618,20171
14618,20611
14618,20157
14618,34537
14618,20181
14618,30073
14618,46959
14638,53990
14638,706
14638,198
14638,85
14638,406
14638,7
14638,27
14638,37
14638,104
14638,111
14638,112
14638,20564
14638,158
14638,599
14638,186
14638,39478
14638,330
14638,545
14638,423
14638,228
14653,359
14653,20694
14731,593
14731,466
14731,713
14731,36118
14731,430
14731,605
14731,40186
14731,594
14732,307
14732,605
14732,562
14732,563
14732,632
14732,117
14732,159
14732,671
14732,40186
14732,320
14733,281
14733,49059
14733,598
14733,571
14733,46
14733,38146
14733,273
14733,251
14733,210
14733,485
14733,38151
14733,605
14733,40186
14733,49868
14733,49869
15089,129
15089,11277
18297,87
18297,35975
18297,46265
18297,358
18297,45518
18297,317
18297,663
18297,200
18297,380
18297,426
18297,47236
18297,50265
18297,47414
18764,19940
18764,20175
18764,20137
18764,48377
18764,20140
18764,49175
18764,30073
18764,34405
18764,20142
18764,51532
14806,605
14806,20636
14806,38146
14806,49059
14806,281
14806,38151
14806,46
14806,273
14806,210
14806,251
14806,7
14806,37
14806,20564
14806,228
14806,406
14806,545
14806,27
14806,111
14806,599
14806,186
14806,423
14806,85
14806,330
14806,39478
14806,198
14806,112
14806,158
14806,174
14806,34418
14806,20196
14806,27128
14806,593
14806,307
14806,49869
14806,49868
14806,598
14806,562
14806,563
14806,632
14806,117
14806,159
14806,671
14806,320
14806,466
14806,713
14806,36118
14806,430
14806,594
14806,39470
18227,299
18227,20175
18227,20194
18227,20197
18227,20128
18227,37538
18227,37879
18227,37519
18227,48377
18227,20140
18227,20151
18227,20124
18227,20190
18227,20205
18227,20142
18227,20182
18227,30073
14856,20694
15091,20636
15091,85
15091,545
15091,37
15091,7
15091,157
15091,198
15091,186
15091,27
15091,53990
15091,46641
15091,48862
18281,20175
18281,20140
18281,27128
18281,20124
18281,30073
18281,20142
18273,34408
18274,358
18274,24234
18274,20202
18274,373
18274,249
18274,286
18274,235
18274,209
18274,8
18274,54
18274,27220
18274,20151
18274,106
18274,177
18274,677
18274,20691
18274,274
18274,201
18274,42
18274,34408
18274,198
18469,605
18469,593
18469,307
18469,46
18469,38146
18469,49869
18469,210
18469,49059
18469,251
18469,273
18469,281
18469,49868
18469,598
18469,562
18469,563
18469,632
18469,117
18469,159
18469,671
18469,320
18469,466
18469,713
18469,36118
18469,430
18469,594
18469,38151
18469,423
18469,73
18473,24447
18473,27744
18473,20864
18473,99
18473,650
18473,32332
18473,27220
18473,263
18475,287
18475,18978
18475,25
18475,20878
18475,20850
18475,91
18475,135
18475,25210
18475,11275
18475,178
18475,177
18475,43633
18475,231
18475,644
18475,238
18475,494
18475,37536
18475,274
18475,46089
18475,40283
18475,34994
18475,295
18475,306
18475,26344
18475,556
18475,344
18475,37512
18475,360
18475,361
18475,25503
18475,609
18475,26335
18475,37522
18478,381
18478,32558
18508,154
18508,46640
18508,674
18508,328
18508,31265
18499,295
18499,623
18735,552
18735,30221
18735,20672
18507,49350
18507,395
18507,292
18507,674
18507,43912
18507,31265
18507,43646
18507,19529
18696,20694
18696,381
18509,706
18509,53990
18509,122
18510,706
18510,53990
18510,426
18510,51028
18510,434
18511,706
18511,53990
18511,186
18514,27741
18514,105
18514,31
18514,286
18514,46960
18514,246
18514,383
18515,105
18515,31
18515,286
18515,27741
18515,46960
18515,246
18515,383
18697,20175
18697,38122
18698,122
18701,39233
18701,625
18702,20635
18702,604
18702,17247
18745,54070
18745,27503
18745,34408
18752,36306
18752,208
18752,31154
18752,123
18752,53212
18753,547
18753,406
18753,355
18753,114
18753,122
18753,34408
18753,54
18754,20672
18754,30221
18754,552
19089,674
19089,31265
19089,43912
19089,154
19089,38119
19089,43646
19178,52078
19178,246
19178,383
18815,20175
18815,299
18815,48377
18815,20197
18815,20194
18815,20585
18815,37879
18815,20190
18815,20124
18815,37538
18815,20142
18815,20133
18832,20694
18832,29253
18832,11265
18832,53132
18847,578
18847,37541
18848,578
18848,37541
19040,11273
19090,53990
19090,423
18877,706
18877,53
18877,26335
18877,48458
18880,20190
18880,20182
18880,20175
18880,299
18880,20142
19142,29253
19143,53990
19143,545
19143,186
19176,52078
19176,246
19176,383
19177,52078
19177,246
19177,383
19189,295
19189,23696
19205,53191
19205,52020
19205,593
19205,605
19205,594
19205,52552
19206,286
19206,249
19206,11277
19206,246
19206,383
19209,246
19209,383
